record_type,venture,github_repo,t7_repository_reference,owned,starred,capabilities,criticality,action,mapping_status,sector,source
starred_external,,dakshshah96/awesome-startup-credits,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dani-garcia/vaultwarden,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,danielmiessler/fabric,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,darkzogx/youtube-automation-agent,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dataease/sqlbot,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dataexpert-io/data-engineer-handbook,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,datahub-project/datahub,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,datalab-to/chandra,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,datawhalechina/easy-vibe,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,datawhalechina/hello-agents,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,davila7/claude-code-templates,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dayuanjiang/next-ai-draw-io,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dbeaver/dbeaver,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dbt-labs/dbt-core,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dchristl/macless-haystack,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,decentraland/marketplace,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,decolua/9router,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,deepseek-ai/deepseek-harness,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,deepseek-ai/deepseek-ocr,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,deepset-ai/haystack,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dembrandt/dembrandt,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,deskree-inc/blok,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,deusdata/codebase-memory-mcp,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,devlikeapro/waha,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,devspace/awesome-github-templates,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dgtlmoon/changedetection.io,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dhamaniasad/headlessbrowsers,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,diegoceccarelli/json-wikipedia,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,diegosouzapw/omniglyph,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,diegosouzapw/omniroute,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dietrichgebert/ponytail,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,digitalplatdev/freedomain,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,diwenne/openreply,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dkhamsing/open-source-ios-apps,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dkyazzentwatwa/supernavigator,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,docker/awesome-compose,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,docker/mcp-registry,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,docling-project/docling,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,documenso/documenso,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,docusealco/docuseal,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,donchitos/claude-code-game-studios,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dongdongbh/mindwtr,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dopplerhq/awesome-interview-questions,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dovamir/awesome-design-patterns,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,draculabo/antigravitymanager,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,drawdb-io/drawdb,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,drewthomasson/ebook2audiobook,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,drizzle-team/drizzle-kit-mirror,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,drizzle-team/drizzle-orm,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,droidrun/mobilerun,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dtyq/magic,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,duixcom/duix-avatar,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dyad-sh/dyad,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,dypsilon/frontend-dev-bookmarks,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,e2b-dev/awesome-ai-agents,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,earendil-works/pi,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,ebookfoundation/free-programming-books,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,egonex-ai/understand-anything,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,eigent-ai/eigent,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,elder-plinius/glossopetrae,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,elder-plinius/l1b3rt4s,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,elder-plinius/obliteratus,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,elementalsouls/claude-osint,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,emcie-co/parlant,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,enaqx/awesome-react,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,endurain-project/endurain,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,enescingoz/awesome-n8n-templates,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,engineer1999/a-curated-list-of-ml-system-design-case-studies,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,eseckel/ai-for-grant-writing,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,etlcpp/etl,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,eugeniughelbur/obsidian-second-brain,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,evanthomasluke/awesome-ai-hacking-agents,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,evershopcommerce/evershop,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,every-app/open-seo,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,evoiz/agentic-design-patterns,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,evomap/evolver,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,excalidraw/excalidraw,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,exo-explore/exo,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,external-secrets/external-secrets,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,f/prompts.chat,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,facebook/zstd,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,facebookresearch/drqa,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,fareedkhan-dev/kimi-k3-in-c,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,fareedkhan-dev/production-grade-agentic-system,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,fastapi/full-stack-fastapi-template,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,fathah/hermes-desktop,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,feremabraz/bloomberg-terminal,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,ferroxlabs/wayland,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,fincept-corporation/finceptterminal,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,finnhub-stock-api/finnhub-python,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,firecrawl/firecrawl,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,firecrawl/open-lovable,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,firecrawl/open-scouts,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,fishaudio/fish-speech,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,floci-io/floci,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,florinpop17/app-ideas,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,fosowl/agenticseek,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,foundationagents/openmanus,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,frappe/erpnext,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,free-tv/iptv,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,fsoft-ai4code/codewiki,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,fujiwarachoki/moneyprinterv2,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,future-agi/future-agi,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,garrytan/gbrain,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,gastownhall/beads,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,geeeekexplorer/nano-vllm,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,gentleman-programming/engram,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,get-convex/chef,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,get-convex/convex-backend,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,getpaseo/paseo,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,getsentry/sentry,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,getzep/graphiti,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,ggml-org/llama.cpp,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,giancarloerra/socraticode,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,github/gh-aw-mcpg,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,github/spec-kit,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,gitroomhq/postiz-app,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,gkurt/tegaki,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,glide-browser/glide,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,gnekt/my-brain-is-full-crew,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,gokumohandas/made-with-ml,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,goldsmith/wikipedia,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,google-agentic-commerce/ap2,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,google-ai-edge/gallery,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,google-coral/coralnpu,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,google-gemini/nano-banana-hackathon-kit,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,google-labs-code/design.md,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,google-research/timesfm,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,google/adk-go,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,google/adk-samples,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,google/langextract,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,google/magika,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,google/tunix,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,googleapis/mcp-toolbox,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,googlecloudplatform/agent-starter-pack,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,gorvgoyl/clone-wars,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,gouryella/drip,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,grafana/grafana,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,grafana/k6,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,grafana/loki,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,graphify-labs/graphify,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,graphile/starter,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,graphql/graphql.github.io,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,gsd-build/get-shit-done,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,gyoridavid/ai_agents_az,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,ha3mrx/facebook-cracker,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,ha3mrx/instabrute,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hack-with-github/awesome-hacking,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hacker0x01/hacker101,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hacksider/deep-live-cam,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hainrixz/the-architect,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hangsman/claude-code-source,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hardikpandya/stop-slop,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,harry0703/moneyprinterturbo,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,harvard-edge/cs249r_book,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hasaneyldrm/exercises-dataset,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hashicorp/terraform,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hashicorp/terraform-provider-aws,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hcengineering/platform,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,headroomlabs-ai/headroom,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,herdrdev/herdr,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hesamsheikh/awesome-openclaw-usecases,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hesreallyhim/awesome-claude-code,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hexsecteam/hexsecgpt,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,heyputer/puter,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hkuds/ai-trader,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hkuds/clawwork,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hkuds/deepcode,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hkuds/deeptutor,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hkuds/lightrag,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hkuds/rag-anything,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hkuds/vibe-trading,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hkuds/vimax,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hoppscotch/hoppscotch,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hsliuping/tradingagents-cn,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hubeiqiao/apple-bento-grid,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,huggingface/agents-course,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,huggingface/aisheets,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,huggingface/chat-ui,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,huggingface/smol2operator,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,hugohe3/ppt-master,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,humanlayer/12-factor-agents,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,humanlayer/humanlayer,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,iam-veeramalla/aws-devops-zero-to-hero,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,idosal/git-mcp,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,iii-hq/iii,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,imbad0202/academic-research-skills,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,immich-app/immich,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,imsnif/diskonaut,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,imthenachoman/how-to-secure-a-linux-server,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,infisical/infisical,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,inkeep/open-knowledge,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,insforge/insforge,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,interviewstreet/hiring-agent,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,inulute/unlim-cloud,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,iofficeai/aionui,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,iofficeai/officecli,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,itsowen/cyberscraper-2077,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,itusiai/mokersaas,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,itzcrazykns/vane,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,ixartz/next-js-boilerplate,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jakubkrehel/skills,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,janhq/jan,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jarrodwatts/claude-hud,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jaywcjlove/awesome-mac,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jcodesmore/ai-website-cloner-template,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jellyfin/jellyfin,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jesseduffield/lazydocker,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jesseduffield/lazygit,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jetbrains/koog,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jgm/pandoc,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jingyaogong/minimind,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jlevy/the-art-of-command-line,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jnsahaj/tweakcn,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jonradoff/lastsaas,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jpmorganchase/python-training,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jsvine/pdfplumber,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jtangen/classbuild,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,juanfont/headscale,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,juliusbrussee/caveman,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,juspay/hyperswitch,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,justvugg/colibri,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,jwasham/coding-interview-university,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,k2-fsa/sherpa-onnx,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,kappaemme-git/codex-first-customer-finder-skill,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,karakeep-app/karakeep,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,karpathy/autoresearch,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,karpathy/convnetjs,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,karpathy/llm-council,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,karpathy/micrograd,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,karpathy/nanochat,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,karpathy/nanogpt,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,karpathy/nn-zero-to-hero,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,kepano/obsidian-skills,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,kestra-io/kestra,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,keycloak/keycloak,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,keygraphhq/shannon,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,khuedoan/homelab,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,kiryano/scout,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,klavis-ai/klavis,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,knadh/listmonk,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,koala73/worldmonitor,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,kohei-wada/taskdog,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,kong/kong,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,kortix-ai/suna,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,kubernetes-sigs/kustomize,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,kuberwastaken/claurst,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,kunchenguid/no-mistakes,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,kvcache-ai/ktransformers,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,labring/fastgpt,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,ladybirdbrowser/ladybird,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,langchain-ai/langchainjs,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,langchain-ai/langgraph,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,langchain-ai/open-swe,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,langchain-ai/openwork,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,langfuse/langfuse,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,langgenius/dify,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,lbjlaq/antigravity-manager,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,leantime/leantime,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,lemonade-sdk/lemonade,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,leonxlnx/taste-skill,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,levineam/qmd-skill,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,lfnovo/open-notebook,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,libsdl-org/sdl,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,lightpanda-io/browser,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,lima-vm/lima,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,linshenkx/prompt-optimizer,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,liquidslr/leetcode-company-wise-problems,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,lissy93/web-check,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,liweiyi88/onedump,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,llmquant/quant-mind,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,lmcache/lmcache,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,lobehub/lobehub,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,localstack/localstack,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,longbridge/gpui-component,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,louis-e/arnis,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,lsdefine/genericagent,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,lucidrains/performer-pytorch,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,luongnv89/claude-howto,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,lvgl/lvgl,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,madslorentzen/ai-job-search,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,makeplane/plane,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,managedcode/prompterone,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,manavarya09/design-extract,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,mark3labs/mcp-go,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,marketingtoolslist/awesome-marketing,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,massive-com/client-python,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,mathworks-robotics/awesome-matlab-robotics,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,mattermost/mattermost,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,mattpocock/skills,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,medusajs/medusa,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,megadose/holehe,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,meilisearch/meilisearch,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,mem0ai/mem0,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,memorilabs/memori,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,meshtastic/firmware,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,michiganrobotics/rob311,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,microsoft/agent-framework,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,microsoft/agent-lightning,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,microsoft/ai-agents-for-beginners,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,microsoft/autogen,,—,✅,,,UNASSESSED,external_candidate,,github_starred
starred_external,,microsoft/bitnet,,—,✅,,,UNASSESSED,external_candidate,,github_starred
